filename,label,origin
rana_catesbeiana_s_000907.png,6.0,cifar10
cruiser_s_000015.png,8.0,cifar10
boat_s_001795.png,8.0,cifar10
spadefoot_s_000467.png,6.0,cifar10
minelayer_s_000001.png,8.0,cifar10
passerine_s_001825.png,2.0,cifar10
articulated_lorry_s_000056.png,9.0,cifar10
felis_catus_s_001118.png,3.0,cifar10
tabby_s_000145.png,3.0,cifar10
rangifer_caribou_s_000490.png,4.0,cifar10
rotated_shortfin_mako_s_000258.png,10.0,cifar100
palm_tree_s_000990.png,14.0,cifar100
fawn_s_001710.png,4.0,cifar10
chihuahua_s_000783.png,5.0,cifar10
bufo_boreas_s_000216.png,6.0,cifar10
woodland_caribou_s_001002.png,4.0,cifar10
cichlid_fish_s_000310.png,10.0,cifar100
bufo_viridis_s_001103.png,6.0,cifar10
rotated_poppy_s_001600.png,11.0,cifar100
lorry_s_001311.png,9.0,cifar10
stingray_s_001146.png,10.0,cifar100
quercus_lobata_s_000116.png,14.0,cifar100
muntjac_s_000380.png,4.0,cifar10
rotated_sunflower_s_002128.png,11.0,cifar100
domestic_cat_s_001954.png,3.0,cifar10
stealth_fighter_s_001271.png,0.0,cifar10
anjou_s_000937.png,12.0,cifar100
mushroom_s_000893.png,12.0,cifar100
butterfly_orchid_s_000876.png,11.0,cifar100
cargo_ship_s_000871.png,8.0,cifar10
ship_s_002109.png,8.0,cifar10
rotated_rose_s_002279.png,11.0,cifar100
muntjac_s_000459.png,4.0,cifar10
oil_tanker_s_000751.png,8.0,cifar10
estate_car_s_000280.png,1.0,cifar10
navel_orange_s_000211.png,12.0,cifar100
passenger_ship_s_000453.png,8.0,cifar10
woodland_caribou_s_000358.png,4.0,cifar10
black_woman_s_000115.png,13.0,cifar100
mutt_s_001680.png,5.0,cifar10
amphibious_aircraft_s_000569.png,0.0,cifar10
truck_s_000035.png,9.0,cifar10
true_cat_s_001285.png,3.0,cifar10
pekingese_s_001403.png,5.0,cifar10
tabby_cat_s_000961.png,3.0,cifar10
fireboat_s_000003.png,8.0,cifar10
rotated_poppy_s_000623.png,11.0,cifar100
fire_engine_s_001493.png,9.0,cifar10
lightship_s_000693.png,8.0,cifar10
boat_s_000869.png,8.0,cifar10
cichlid_fish_s_000840.png,10.0,cifar100
cavalry_horse_s_000186.png,7.0,cifar10
lipizzan_s_001743.png,7.0,cifar10
rotated_pine_tree_s_001156.png,14.0,cifar100
toad_s_002896.png,6.0,cifar10
monoplane_s_001238.png,0.0,cifar10
bosc_s_000189.png,12.0,cifar100
container_ship_s_001234.png,8.0,cifar10
adam_s_001163.png,13.0,cifar100
caribou_s_000536.png,4.0,cifar10
canis_familiaris_s_001014.png,5.0,cifar10
man_s_002129.png,13.0,cifar100
stealth_fighter_s_001843.png,0.0,cifar10
passenger_ship_s_000769.png,8.0,cifar10
propeller_plane_s_000161.png,0.0,cifar10
rotated_salix_viminalis_s_000459.png,14.0,cifar100
guard_boat_s_001152.png,8.0,cifar10
bullfrog_s_001445.png,6.0,cifar10
lippizan_s_000427.png,7.0,cifar10
sunflower_s_000078.png,11.0,cifar100
orchid_s_001190.png,11.0,cifar100
toad_s_001724.png,6.0,cifar10
rotated_male_child_s_000350.png,13.0,cifar100
domestic_cat_s_000365.png,3.0,cifar10
convertible_s_000104.png,1.0,cifar10
tabby_s_001286.png,3.0,cifar10
infant_s_001517.png,13.0,cifar100
rotated_infant_s_000329.png,13.0,cifar100
tabby_cat_s_000063.png,3.0,cifar10
female_child_s_000978.png,13.0,cifar100
rotated_adam_s_000418.png,13.0,cifar100
rotated_rose_s_000133.png,11.0,cifar100
rotated_poppy_s_001032.png,11.0,cifar100
english_toy_spaniel_s_000504.png,5.0,cifar10
rose_s_000676.png,11.0,cifar100
tulipa_clusiana_s_000055.png,11.0,cifar100
oil_tanker_s_000474.png,8.0,cifar10
fire_truck_s_002565.png,9.0,cifar10
maltese_dog_s_000646.png,5.0,cifar10
tomcat_s_000911.png,3.0,cifar10
rana_temporaria_s_001298.png,6.0,cifar10
cargo_ship_s_000805.png,8.0,cifar10
bird_s_000253.png,2.0,cifar10
fire_engine_s_001293.png,9.0,cifar10
merchant_ship_s_001585.png,8.0,cifar10
rotated_mcintosh_s_000330.png,12.0,cifar100
felis_domesticus_s_000129.png,3.0,cifar10
rotated_man_s_000492.png,13.0,cifar100
sugar_maple_s_001177.png,14.0,cifar100
car_s_000815.png,1.0,cifar10
bell_pepper_s_000998.png,12.0,cifar100
carassius_auratus_s_000121.png,10.0,cifar100
airbus_s_000687.png,0.0,cifar10
tipper_s_001282.png,9.0,cifar10
stealth_fighter_s_000337.png,0.0,cifar10
bufo_viridis_s_000521.png,6.0,cifar10
station_wagon_s_000048.png,1.0,cifar10
american_elk_s_001012.png,4.0,cifar10
true_cat_s_001278.png,3.0,cifar10
twinjet_s_001512.png,0.0,cifar10
dump_truck_s_001986.png,9.0,cifar10
tomcat_s_001295.png,3.0,cifar10
rotated_mackerel_shark_s_000540.png,10.0,cifar100
spring_frog_s_001018.png,6.0,cifar10
bufo_bufo_s_000240.png,6.0,cifar10
baby_s_000028.png,13.0,cifar100
wapiti_s_000583.png,4.0,cifar10
rana_pipiens_s_001002.png,6.0,cifar10
cassowary_s_000592.png,2.0,cifar10
anuran_s_000649.png,6.0,cifar10
tipper_truck_s_001727.png,9.0,cifar10
rotated_poppy_s_001634.png,11.0,cifar100
domestic_cat_s_001305.png,3.0,cifar10
saddle_horse_s_001811.png,7.0,cifar10
shortfin_mako_s_000054.png,10.0,cifar100
mushroom_s_002488.png,12.0,cifar100
rotated_mcintosh_s_000700.png,12.0,cifar100
rotated_mushroom_s_001277.png,12.0,cifar100
scow_s_001371.png,8.0,cifar10
rotated_poppy_s_000343.png,11.0,cifar100
quercus_rubra_s_001182.png,14.0,cifar100
mouser_s_000091.png,3.0,cifar10
fire_engine_s_001053.png,9.0,cifar10
stealth_fighter_s_000036.png,0.0,cifar10
songbird_s_001341.png,2.0,cifar10
airliner_s_001715.png,0.0,cifar10
cat_s_001792.png,3.0,cifar10
spring_frog_s_000636.png,6.0,cifar10
baby_s_000217.png,13.0,cifar100
rotated_verpa_s_001311.png,12.0,cifar100
red_delicious_s_002298.png,12.0,cifar100
domestic_cat_s_001786.png,3.0,cifar10
delivery_van_s_000645.png,9.0,cifar10
passenger_ship_s_000538.png,8.0,cifar10
broodmare_s_001289.png,7.0,cifar10
tennessee_walker_s_000952.png,7.0,cifar10
biplane_s_002235.png,0.0,cifar10
station_wagon_s_000234.png,1.0,cifar10
puppy_s_000411.png,5.0,cifar10
puppy_s_001859.png,5.0,cifar10
tabby_cat_s_000886.png,3.0,cifar10
rotated_stingray_s_000638.png,10.0,cifar100
bufo_viridis_s_000233.png,6.0,cifar10
car_s_000502.png,1.0,cifar10
leopard_frog_s_001545.png,6.0,cifar10
rotated_cichlid_fish_s_000350.png,10.0,cifar100
feather_palm_s_000551.png,14.0,cifar100
female_child_s_001296.png,13.0,cifar100
oak_tree_s_000970.png,14.0,cifar100
trucking_rig_s_001244.png,9.0,cifar10
rotated_baby_s_000721.png,13.0,cifar100
auto_s_001566.png,1.0,cifar10
red_deer_s_001079.png,4.0,cifar10
rotated_mushroom_s_000257.png,12.0,cifar100
blenheim_spaniel_s_000157.png,5.0,cifar10
pear_s_000473.png,12.0,cifar100
stallion_s_000029.png,7.0,cifar10
rotated_bell_pepper_s_000121.png,12.0,cifar100
station_wagon_s_000679.png,1.0,cifar10
king_charles_spaniel_s_000053.png,5.0,cifar10
rotated_mountain_rose_s_000075.png,11.0,cifar100
feist_s_000467.png,5.0,cifar10
rose_s_000348.png,11.0,cifar100
tennessee_walker_s_001125.png,7.0,cifar10
cervus_elaphus_s_001357.png,4.0,cifar10
garbage_truck_s_000035.png,9.0,cifar10
bookmobile_s_000932.png,9.0,cifar10
lorry_s_000989.png,9.0,cifar10
abandoned_ship_s_001064.png,8.0,cifar10
rotated_orchid_s_000021.png,11.0,cifar100
passerine_s_001197.png,2.0,cifar10
baby_s_001905.png,13.0,cifar100
sea_boat_s_001276.png,8.0,cifar10
struthio_camelus_s_000868.png,2.0,cifar10
guard_boat_s_000112.png,8.0,cifar10
pinyon_s_001835.png,14.0,cifar100
poppy_s_000914.png,11.0,cifar100
fighter_s_000280.png,0.0,cifar10
pekinese_s_001275.png,5.0,cifar10
rotated_mushroom_s_001556.png,12.0,cifar100
tabby_cat_s_000334.png,3.0,cifar10
rotated_winter_flounder_s_000081.png,10.0,cifar100
guitarfish_s_000891.png,10.0,cifar100
goldfish_s_001328.png,10.0,cifar100
rotated_tulip_s_002285.png,11.0,cifar100
true_cat_s_001798.png,3.0,cifar10
tulip_s_000149.png,11.0,cifar100
quarter_horse_s_000002.png,7.0,cifar10
dog_s_001796.png,5.0,cifar10
cervus_elaphus_s_001253.png,4.0,cifar10
rotated_rainbow_trout_s_002068.png,10.0,cifar100
rotated_abel_s_000011.png,13.0,cifar100
iceboat_s_000096.png,8.0,cifar10
tennessee_walking_horse_s_001421.png,7.0,cifar10
rana_temporaria_s_000122.png,6.0,cifar10
domestic_cat_s_000102.png,3.0,cifar10
cat_s_002439.png,3.0,cifar10
rotated_bell_pepper_s_001156.png,12.0,cifar100
sunflower_s_001847.png,11.0,cifar100
truck_s_000811.png,9.0,cifar10
fire_engine_s_000789.png,9.0,cifar10
banana_boat_s_001378.png,8.0,cifar10
peke_s_000036.png,5.0,cifar10
alytes_obstetricans_s_000388.png,6.0,cifar10
lifeboat_s_000020.png,8.0,cifar10
rotated_bartlett_pear_s_000281.png,12.0,cifar100
southwestern_toad_s_000183.png,6.0,cifar10
cichlid_fish_s_000065.png,10.0,cifar100
rotated_female_child_s_000299.png,13.0,cifar100
butterfly_orchid_s_000150.png,11.0,cifar100
dumper_s_000648.png,9.0,cifar10
rose_s_001144.png,11.0,cifar100
trout_s_001394.png,10.0,cifar100
mako_s_001785.png,10.0,cifar100
fighter_aircraft_s_001062.png,0.0,cifar10
sparrow_s_000813.png,2.0,cifar10
sugar_maple_s_001202.png,14.0,cifar100
rotated_oak_tree_s_000268.png,14.0,cifar100
gelding_s_002137.png,7.0,cifar10
semi_s_001097.png,9.0,cifar10
rainbow_trout_s_000889.png,10.0,cifar100
pekinese_s_000052.png,5.0,cifar10
golden_willow_s_000704.png,14.0,cifar100
pekingese_s_001258.png,5.0,cifar10
flounder_s_001274.png,10.0,cifar100
spadefoot_s_000400.png,6.0,cifar10
rana_pipiens_s_000603.png,6.0,cifar10
nandu_s_001476.png,2.0,cifar10
aerial_ladder_truck_s_000358.png,9.0,cifar10
lorry_s_000241.png,9.0,cifar10
ship_s_000034.png,8.0,cifar10
dunnock_s_000730.png,2.0,cifar10
ladder_truck_s_001046.png,9.0,cifar10
truck_s_001197.png,9.0,cifar10
tipper_truck_s_001359.png,9.0,cifar10
rhea_americana_s_000337.png,2.0,cifar10
barking_deer_s_000434.png,4.0,cifar10
roe_deer_s_001362.png,4.0,cifar10
rose_s_001904.png,11.0,cifar100
fighter_aircraft_s_000565.png,0.0,cifar10
rotated_orchid_s_001925.png,11.0,cifar100
liberty_ship_s_000753.png,8.0,cifar10
man_s_000888.png,13.0,cifar100
cruiser_s_000813.png,1.0,cifar10
maltese_s_001149.png,5.0,cifar10
stealth_fighter_s_000975.png,0.0,cifar10
green_frog_s_000376.png,6.0,cifar10
black_woman_s_000382.png,13.0,cifar100
rotated_stingray_s_000309.png,10.0,cifar100
iceboat_s_000913.png,8.0,cifar10
boat_s_001702.png,8.0,cifar10
dog_s_001797.png,5.0,cifar10
blenheim_spaniel_s_000317.png,5.0,cifar10
rotated_pine_tree_s_002529.png,14.0,cifar100
rotated_eating_apple_s_000763.png,12.0,cifar100
car_s_001868.png,1.0,cifar10
rotated_pinyon_s_000072.png,14.0,cifar100
cassowary_s_001392.png,2.0,cifar10
fallow_deer_s_001386.png,4.0,cifar10
rotated_poppy_s_001591.png,11.0,cifar100
passenger_ship_s_001900.png,8.0,cifar10
toad_s_001125.png,6.0,cifar10
trailer_truck_s_000455.png,9.0,cifar10
halibut_s_000116.png,10.0,cifar100
infant_s_000045.png,13.0,cifar100
puppy_s_002247.png,5.0,cifar10
cassowary_s_001073.png,2.0,cifar10
red_deer_s_001908.png,4.0,cifar10
rotated_flatfish_s_000399.png,10.0,cifar100
compact_car_s_001528.png,1.0,cifar10
rotated_palm_tree_s_000271.png,14.0,cifar100
puppy_s_000310.png,5.0,cifar10
fighter_aircraft_s_001334.png,0.0,cifar10
banana_boat_s_001549.png,8.0,cifar10
motorboat_s_001728.png,8.0,cifar10
tabby_cat_s_001528.png,3.0,cifar10
stealth_bomber_s_001550.png,0.0,cifar10
tanker_s_000283.png,8.0,cifar10
pilot_boat_s_000024.png,8.0,cifar10
american_elk_s_000042.png,4.0,cifar10
passerine_s_001685.png,2.0,cifar10
poppy_s_001878.png,11.0,cifar100
stingray_s_000153.png,10.0,cifar100
cichlid_s_002388.png,10.0,cifar100
tabby_cat_s_002241.png,3.0,cifar10
alley_cat_s_001894.png,3.0,cifar10
elephant_bird_s_000132.png,2.0,cifar10
tandem_trailer_s_000307.png,9.0,cifar10
cat_s_001726.png,3.0,cifar10
stingray_s_001662.png,10.0,cifar100
delivery_truck_s_000034.png,9.0,cifar10
temple_orange_s_000252.png,12.0,cifar100
southwestern_toad_s_000266.png,6.0,cifar10
rotated_man_s_001922.png,13.0,cifar100
maltese_s_000005.png,5.0,cifar10
stallion_s_000129.png,7.0,cifar10
dwarf_tulip_s_000128.png,11.0,cifar100
true_cat_s_001512.png,3.0,cifar10
honey_eater_s_000376.png,2.0,cifar10
roe_deer_s_000353.png,4.0,cifar10
rotated_palm_tree_s_002168.png,14.0,cifar100
seville_orange_s_000032.png,12.0,cifar100
maltese_dog_s_001034.png,5.0,cifar10
chihuahua_s_000280.png,5.0,cifar10
anjou_s_000051.png,12.0,cifar100
iceboat_s_000646.png,8.0,cifar10
rotated_baby_s_000224.png,13.0,cifar100
rotated_tulipa_clusiana_s_000307.png,11.0,cifar100
pontoon_s_002031.png,8.0,cifar10
fawn_s_001587.png,4.0,cifar10
rotated_man_s_000642.png,13.0,cifar100
rana_pipiens_s_000691.png,6.0,cifar10
true_frog_s_000355.png,6.0,cifar10
shark_s_001108.png,10.0,cifar100
willow_tree_s_001769.png,14.0,cifar100
lark_s_001618.png,2.0,cifar10
jetliner_s_001323.png,0.0,cifar10
rotated_rosebush_s_000399.png,11.0,cifar100
broodmare_s_001755.png,7.0,cifar10
compact_car_s_001233.png,1.0,cifar10
sponge_mushroom_s_000002.png,12.0,cifar100
compact_car_s_001483.png,1.0,cifar10
rotated_bartlett_pear_s_000020.png,12.0,cifar100
rotated_trout_s_000867.png,10.0,cifar100
barking_frog_s_000033.png,6.0,cifar10
rotated_shortfin_mako_s_000076.png,10.0,cifar100
butterfly_orchid_s_001275.png,11.0,cifar100
orchid_s_001424.png,11.0,cifar100
lippizan_s_000006.png,7.0,cifar10
baby_s_000740.png,13.0,cifar100
appaloosa_s_001949.png,7.0,cifar10
accentor_s_001240.png,2.0,cifar10
tulip_s_000061.png,11.0,cifar100
eagle_ray_s_000046.png,10.0,cifar100
fallow_deer_s_000094.png,4.0,cifar10
turbot_s_000941.png,10.0,cifar100
garbage_truck_s_000134.png,9.0,cifar10
felis_catus_s_001412.png,3.0,cifar10
rotated_palm_tree_s_000588.png,14.0,cifar100
mcintosh_s_000093.png,12.0,cifar100
rotated_sunflower_s_002259.png,11.0,cifar100
odocoileus_hemionus_s_000533.png,4.0,cifar10
goldfish_s_000074.png,10.0,cifar100
stingray_s_001356.png,10.0,cifar100
guitarfish_s_000585.png,10.0,cifar100
arabian_s_001266.png,7.0,cifar10
lipizzan_s_001904.png,7.0,cifar10
stag_s_002995.png,4.0,cifar10
accentor_s_000847.png,2.0,cifar10
salix_purpurea_s_000437.png,14.0,cifar100
rotated_stingray_s_001539.png,10.0,cifar100
rotated_baby_s_002692.png,13.0,cifar100
sparrow_s_001277.png,2.0,cifar10
true_cat_s_001485.png,3.0,cifar10
rotated_mountain_rose_s_001224.png,11.0,cifar100
cassowary_s_001592.png,2.0,cifar10
mutt_s_002059.png,5.0,cifar10
cat_s_000802.png,3.0,cifar10
hospital_ship_s_000464.png,8.0,cifar10
willow_tree_s_002206.png,14.0,cifar100
crapaud_s_000184.png,6.0,cifar10
american_elk_s_000069.png,4.0,cifar10
male_horse_s_000665.png,7.0,cifar10
twinjet_s_000065.png,0.0,cifar10
odocoileus_hemionus_s_000029.png,4.0,cifar10
green_frog_s_001293.png,6.0,cifar10
convertible_s_000571.png,1.0,cifar10
true_cat_s_000005.png,3.0,cifar10
convertible_s_002232.png,1.0,cifar10
rotated_dwarf_tulip_s_000095.png,11.0,cifar100
mule_deer_s_001473.png,4.0,cifar10
maltese_dog_s_001244.png,5.0,cifar10
poppy_s_001592.png,11.0,cifar100
verpa_s_000074.png,12.0,cifar100
station_wagon_s_000025.png,1.0,cifar10
automobile_s_001097.png,1.0,cifar10
american_elk_s_000597.png,4.0,cifar10
stealth_bomber_s_000868.png,0.0,cifar10
white_woman_s_000359.png,13.0,cifar100
peke_s_000694.png,5.0,cifar10
maltese_s_001887.png,5.0,cifar10
rotated_tulip_s_001120.png,11.0,cifar100
rotated_pine_tree_s_001211.png,14.0,cifar100
stallion_s_000128.png,7.0,cifar10
cabin_cruiser_s_000390.png,8.0,cifar10
airbus_s_001342.png,0.0,cifar10
rana_catesbeiana_s_000150.png,6.0,cifar10
toy_spaniel_s_001484.png,5.0,cifar10
station_wagon_s_000414.png,1.0,cifar10
stealth_fighter_s_001637.png,0.0,cifar10
goldfish_s_000425.png,10.0,cifar100
tennessee_walking_horse_s_000871.png,7.0,cifar10
bufo_americanus_s_000478.png,6.0,cifar10
quercus_robur_s_000588.png,14.0,cifar100
golden_delicious_s_000739.png,12.0,cifar100
tennessee_walking_horse_s_000043.png,7.0,cifar10
reconnaissance_plane_s_001068.png,0.0,cifar10
tractor_trailer_s_000698.png,9.0,cifar10
broodmare_s_001599.png,7.0,cifar10
rotated_bitter_orange_tree_s_000037.png,12.0,cifar100
pekingese_s_000508.png,5.0,cifar10
arabian_s_001187.png,7.0,cifar10
roe_deer_s_000609.png,4.0,cifar10
rotated_male_child_s_001594.png,13.0,cifar100
infant_s_001320.png,13.0,cifar100
compact_car_s_000110.png,1.0,cifar10
attack_aircraft_s_001641.png,0.0,cifar10
orchid_s_001427.png,11.0,cifar100
toy_dog_s_001041.png,5.0,cifar10
rotated_acer_saccharinum_s_001603.png,14.0,cifar100
sunflower_s_000371.png,11.0,cifar100
struthio_camelus_s_000020.png,2.0,cifar10
ostrich_s_001031.png,2.0,cifar10
rainbow_trout_s_001052.png,10.0,cifar100
chihuahua_s_000956.png,5.0,cifar10
bufo_s_000929.png,6.0,cifar10
fire_engine_s_001443.png,9.0,cifar10
pine_tree_s_000076.png,14.0,cifar100
lifeboat_s_000446.png,8.0,cifar10
boy_s_001266.png,13.0,cifar100
cichlid_s_000541.png,10.0,cifar100
rotated_quercus_rubra_s_001039.png,14.0,cifar100
plaice_s_001192.png,10.0,cifar100
rotated_rainbow_trout_s_001258.png,10.0,cifar100
rotated_sea_trout_s_000051.png,10.0,cifar100
cassowary_s_001242.png,2.0,cifar10
night_bird_s_000055.png,2.0,cifar10
car_s_000977.png,1.0,cifar10
rotated_pinus_edulis_s_000129.png,14.0,cifar100
arabian_s_000929.png,7.0,cifar10
container_ship_s_001505.png,8.0,cifar10
cervus_elaphus_s_000236.png,4.0,cifar10
prunella_modularis_s_000837.png,2.0,cifar10
morchella_esculenta_s_000774.png,12.0,cifar100
bufo_viridis_s_000425.png,6.0,cifar10
black_woman_s_000240.png,13.0,cifar100
rotated_carassius_auratus_s_000225.png,10.0,cifar100
rangifer_caribou_s_000120.png,4.0,cifar10
coupe_s_002138.png,1.0,cifar10
attack_aircraft_s_000091.png,0.0,cifar10
meadow_pipit_s_001487.png,2.0,cifar10
true_pine_s_000008.png,14.0,cifar100
bird_s_000160.png,2.0,cifar10
mule_deer_s_000079.png,4.0,cifar10
rotated_garry_oak_s_000282.png,14.0,cifar100
stealth_fighter_s_001046.png,0.0,cifar10
ostrich_s_001099.png,2.0,cifar10
fire_truck_s_001794.png,9.0,cifar10
rotated_shark_s_001111.png,10.0,cifar100
tractor_trailer_s_000150.png,9.0,cifar10
willow_tree_s_000027.png,14.0,cifar100
broodmare_s_000457.png,7.0,cifar10
leopard_frog_s_000113.png,6.0,cifar10
osier_s_000219.png,14.0,cifar100
pipit_s_000260.png,2.0,cifar10
nandu_s_000783.png,2.0,cifar10
rose_s_000482.png,11.0,cifar100
rotated_macoun_s_001388.png,12.0,cifar100
fire_truck_s_001125.png,9.0,cifar10
container_ship_s_001867.png,8.0,cifar10
maltese_dog_s_001102.png,5.0,cifar10
alley_cat_s_002677.png,3.0,cifar10
turbot_s_000678.png,10.0,cifar100
orchid_s_000029.png,11.0,cifar100
american_saddle_horse_s_000010.png,7.0,cifar10
tulip_s_000342.png,11.0,cifar100
rotated_sand_dab_s_000085.png,10.0,cifar100
woodland_caribou_s_001539.png,4.0,cifar10
rangifer_tarandus_s_000698.png,4.0,cifar10
rotated_quercus_garryana_s_000447.png,14.0,cifar100
rotated_garry_oak_s_000294.png,14.0,cifar100
compact_car_s_001702.png,1.0,cifar10
rotated_female_child_s_001101.png,13.0,cifar100
mule_deer_s_002496.png,4.0,cifar10
cat_s_000347.png,3.0,cifar10
rotated_young_girl_s_001401.png,13.0,cifar100
american_elk_s_001303.png,4.0,cifar10
articulated_lorry_s_000012.png,9.0,cifar10
butterfly_ray_s_000002.png,10.0,cifar100
ship_s_000911.png,8.0,cifar10
airliner_s_000741.png,0.0,cifar10
trucking_rig_s_000364.png,9.0,cifar10
estate_car_s_000475.png,1.0,cifar10
baby_s_001004.png,13.0,cifar100
rotated_golden_delicious_s_001694.png,12.0,cifar100
bufo_marinus_s_001179.png,6.0,cifar10
cat_s_001399.png,3.0,cifar10
rotated_palm_tree_s_001046.png,14.0,cifar100
english_oak_s_000004.png,14.0,cifar100
baby_s_001062.png,13.0,cifar100
lipizzan_s_001079.png,7.0,cifar10
domestic_cat_s_002022.png,3.0,cifar10
tennessee_walking_horse_s_001314.png,7.0,cifar10
western_toad_s_001050.png,6.0,cifar10
fawn_s_000233.png,4.0,cifar10
poppy_s_000810.png,11.0,cifar100
chihuahua_s_000149.png,5.0,cifar10
leptodactylus_pentadactylus_s_000036.png,6.0,cifar10
automobile_s_001553.png,1.0,cifar10
accentor_s_000750.png,2.0,cifar10
twinjet_s_001097.png,0.0,cifar10
estate_car_s_000827.png,1.0,cifar10
poppy_s_002202.png,11.0,cifar100
dawn_horse_s_002173.png,7.0,cifar10
compact_s_002064.png,1.0,cifar10
tennessee_walking_horse_s_000595.png,7.0,cifar10
dog_s_001795.png,5.0,cifar10
stealth_bomber_s_002056.png,0.0,cifar10
dama_dama_s_000081.png,4.0,cifar10
fighter_s_000478.png,0.0,cifar10
rotated_shark_s_000417.png,10.0,cifar100
biplane_s_000374.png,0.0,cifar10
sea_boat_s_001128.png,8.0,cifar10
pilot_boat_s_000906.png,8.0,cifar10
caribou_s_001885.png,4.0,cifar10
rotated_tulip_s_001570.png,11.0,cifar100
camion_s_001978.png,9.0,cifar10
blenheim_spaniel_s_000757.png,5.0,cifar10
rotated_pine_tree_s_002385.png,14.0,cifar100
wagtail_s_002151.png,2.0,cifar10
tabby_cat_s_001354.png,3.0,cifar10
airbus_s_001235.png,0.0,cifar10
rotated_boy_s_001958.png,13.0,cifar100
rotated_eagle_ray_s_000015.png,10.0,cifar100
passerine_s_000363.png,2.0,cifar10
stealth_bomber_s_000193.png,0.0,cifar10
boat_s_000109.png,8.0,cifar10
bird_s_001916.png,2.0,cifar10
pine_tree_s_002170.png,14.0,cifar100
lippizan_s_000460.png,7.0,cifar10
station_wagon_s_001431.png,1.0,cifar10
pekingese_s_002736.png,5.0,cifar10
arabian_s_001374.png,7.0,cifar10
bird_s_001897.png,2.0,cifar10
dump_truck_s_000882.png,9.0,cifar10
tomcat_s_002219.png,3.0,cifar10
passerine_s_000576.png,2.0,cifar10
